nid,company_uid,title,date,Salary,City,jobtype,experience,preferred_gender,preferred_nationality,preferred_languages
3724,147481,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/24/2019,545,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3723,147481,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/24/2019,680,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3722,147481,"Floor Manager - relocation to Dubai, United Arab Emirates",8/24/2019,2700,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3721,170784,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/23/2019,400,"Manama, Bahrain",fulltime,3 years,Female,,English
3720,170784,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/23/2019,400,"Manama, Bahrain",fulltime,3 years,Female,,English
3719,110894,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/23/2019,1500,Dubai - United Arab Emirates,fulltime,,,,
3717,170449,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/22/2019,500,Abu Dhabi - United Arab Emirates,fulltime,,Female,,English
3716,63119,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",8/22/2019,2700,Dubai - United Arab Emirates,both,,,,
3715,104747,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/22/2019,1600,Dubai - United Arab Emirates,fulltime,,,,
3713,169440,"Administrations - relocation to Dubai, United Arab Emirates",8/20/2019,4000,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3712,74705,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/19/2019,0,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3711,90463,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/19/2019,1700,United Arab Emirates,fulltime, 4 years,Male/Female,,English
3710,169096,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/19/2019,1400,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
3709,169093,"Restaurant Manager - relocation to Dubai, United Arab Emirates",8/19/2019,0,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,
3708,168875,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/18/2019,1000,Dubai - United Arab Emirates,both,,,,"English, Russian"
3707,157309,"Entertainer - relocation to Dubai, United Arab Emirates",8/18/2019,500,Dubai - United Arab Emirates,fulltime,,,,
3706,147481,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/18/2019,680,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3705,157309,"Administrations - relocation to Dubai, United Arab Emirates",8/18/2019,450,Dubai - United Arab Emirates,fulltime,,,,English
3704,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/18/2019,2000,Dubai - United Arab Emirates,fulltime,,Male/Female,,English
3703,66287,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",8/18/2019,2000,Dubai - United Arab Emirates,fulltime,3 years,,,English
3702,66287,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",8/18/2019,2500,Dubai - United Arab Emirates,fulltime,3 years,,,English
3699,168652,"Receptionist - relocation to Dubai, United Arab Emirates",8/18/2019,6000,"London, United Kingdom",both,1 year,Male/Female,,English
3698,74705,"Restaurant Manager - relocation to Dubai, United Arab Emirates",8/17/2019,1300,Dubai - United Arab Emirates,fulltime,1 year,Female,,
3697,74705,"Receptionist - relocation to Dubai, United Arab Emirates",8/17/2019,500,Dubai - United Arab Emirates,fulltime,1 year,Female,,German
3696,148372,"Floor Manager - relocation to Dubai, United Arab Emirates",8/17/2019,2700,Dubai - United Arab Emirates,fulltime,,,,
3695,148372,"Door Manager - relocation to Dubai, United Arab Emirates",8/17/2019,2100,Dubai - United Arab Emirates,fulltime,,,,
3692,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/16/2019,1600,"Beirut, Lebanon",fulltime,1 year,Female,,English
3691,63126,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/15/2019,2000,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, French, Italian, Russian, Spanish"
3690,70828,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/15/2019,1700,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, French"
3689,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/14/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3688,147481,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/14/2019,545,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3687,99968,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/14/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English, Russian"
3686,63126,"Sommelier - relocation to Dubai, United Arab Emirates",8/13/2019,2000,Dubai - United Arab Emirates,fulltime,3 years,,,
3685,90676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/13/2019,1300,Dubai - United Arab Emirates,fulltime,2 years,Male,,English
3684,147481,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/13/2019,680,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3683,167734,"Administrations - relocation to Dubai, United Arab Emirates",8/13/2019,1100,Dubai - United Arab Emirates,fulltime,,,,
3682,167619,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/12/2019,1,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3681,167550,"Spa Manager - relocation to Dubai, United Arab Emirates",8/11/2019,500,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English, Russian"
3680,128298,"Real Estate Agent - relocation to Dubai, United Arab Emirates",8/9/2019,1100,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, English"
3679,167052,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/8/2019,700,Dubai - United Arab Emirates,fulltime,1 year,Female,,
3678,166845,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/8/2019,790,Dubai - United Arab Emirates,fulltime,,,,English
3677,166845,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",8/8/2019,1362,Dubai - United Arab Emirates,fulltime,,,,English
3676,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/8/2019,1300,Dubai - United Arab Emirates,fulltime,,Female,,
3675,166845,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",8/8/2019,787,Dubai - United Arab Emirates,fulltime,,,,English
3674,166845,"Operations Manager - relocation to Dubai, United Arab Emirates",8/8/2019,4500,Dubai - United Arab Emirates,fulltime,,,,English
3673,166867,"Sales - relocation to Dubai, United Arab Emirates",8/7/2019,1500,Dubai - United Arab Emirates,fulltime,5+ years,Female,,
3672,82733,"Host/Hostess - relocation to Dubai, United Arab Emirates",8/7/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3671,90676,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/7/2019,650,"Manama, Bahrain",fulltime,2 years,Male/Female,,English
3670,96983,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/6/2019,1700,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3667,52177,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",8/5/2019,1100,Dubai - United Arab Emirates,fulltime,,,,
3665,63126,"Pastry Chef - relocation to Dubai, United Arab Emirates",8/5/2019,2000,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"English, Spanish"
3663,64617,"Sommelier - relocation to Dubai, United Arab Emirates",8/3/2019,2500,Dubai - United Arab Emirates,fulltime,3 years,,,
3662,64617,"Runner / Commis - relocation to Dubai, United Arab Emirates",8/3/2019,600,Dubai - United Arab Emirates,parttime,1 year,Male/Female,,English
3660,165764,"Sales - relocation to Dubai, United Arab Emirates",8/3/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3658,138740,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",8/1/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3656,90463,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/31/2019,1500,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3655,165181,"Personal Assistant - relocation to Dubai, United Arab Emirates",7/31/2019,4000,Dubai - United Arab Emirates,fulltime,,Female,,English
3654,147481,"Housekeeping - relocation to Dubai, United Arab Emirates",7/31/2019,325,Dubai - United Arab Emirates,fulltime,3 years,Male,,English
3653,147481,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/31/2019,545,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3652,147481,"Runner / Commis - relocation to Dubai, United Arab Emirates",7/31/2019,545,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3651,147481,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/31/2019,680,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3650,147481,"Floor Manager - relocation to Dubai, United Arab Emirates",7/31/2019,2700,Dubai - United Arab Emirates,fulltime,5+ years,Female,,English
3649,165087,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/30/2019,1500,Dubai - United Arab Emirates,both,1 year,Female,,English
3648,64617,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/30/2019,1000,Dubai - United Arab Emirates,fulltime,,,,English
3647,149391,"Personal Assistant - relocation to Dubai, United Arab Emirates",7/29/2019,10,"London, United Kingdom",parttime,,Female,,English
3646,164830,"DJ - relocation to Dubai, United Arab Emirates",7/29/2019,1000,"Muscat, Oman",fulltime,,,,
3645,164830,"Reservations Manager - relocation to Dubai, United Arab Emirates",7/29/2019,1200,"Muscat, Oman",fulltime,,,,
3644,164830,"Door Manager - relocation to Dubai, United Arab Emirates",7/29/2019,1000,"Muscat, Oman",fulltime,,,,
3643,164830,"Club Manager - relocation to Dubai, United Arab Emirates",7/29/2019,2000,"Muscat, Oman",fulltime,,,,
3641,164830,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/29/2019,650,"Muscat, Oman",fulltime,,,,
3640,164830,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/29/2019,650,"Muscat, Oman",fulltime,,,,
3639,164830,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/29/2019,520,"Muscat, Oman",fulltime,,,,English
3638,158613,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/29/2019,1200,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, French, German, Japanese, Russian, Spanish"
3637,68123,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/28/2019,1100,Dubai - United Arab Emirates,fulltime,1 year,Female,,
3636,163450,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/28/2019,400,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3635,163450,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/28/2019,500,Dubai - United Arab Emirates,fulltime,3 years,,,English
3632,164287,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",7/26/2019,1200,"Beirut, Lebanon",fulltime,2 years,Female,,English
3630,150599,"Promoter - relocation to Dubai, United Arab Emirates",7/25/2019,2000,Dubai - United Arab Emirates,fulltime,1 year,Female,,"Arabic, Chinese, Simplified, English, French, Italian, Japanese, Portuguese, International, Russian, Zulu"
3623,31992,"Chef - relocation to Dubai, United Arab Emirates",7/24/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3620,122164,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/24/2019,1000,Dubai - United Arab Emirates,both,,Female,,
3619,156097,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/24/2019,0,Dubai - United Arab Emirates,fulltime,2 years,,,"English, Italian"
3618,156097,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",7/24/2019,0,Dubai - United Arab Emirates,fulltime,2 years,Female,,"English, Italian"
3617,70828,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",7/24/2019,2500,Dubai - United Arab Emirates,fulltime, 4 years,Male/Female,,"English, French"
3616,70828,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/24/2019,1700,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"English, French"
3615,70828,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/24/2019,1700,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, French"
3601,163229,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/21/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Female,,"English, Italian, Portuguese, Brazil, Spanish"
3599,163182,"Bar Manager - relocation to Dubai, United Arab Emirates",7/21/2019,2700,Dubai - United Arab Emirates,fulltime,,,,
3598,163049,"Sommelier - relocation to Dubai, United Arab Emirates",7/20/2019,0,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3597,163049,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/20/2019,0,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3596,163049,"Bar Manager - relocation to Dubai, United Arab Emirates",7/20/2019,0,Dubai - United Arab Emirates,fulltime,2 years,Male,,English
3595,163049,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/20/2019,0,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3594,163049,"HR Manager - relocation to Dubai, United Arab Emirates",7/20/2019,0,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3593,163049,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/20/2019,1200,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3592,163033,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/20/2019,640,Dubai,fulltime,1 year,Female,,English
3591,123923,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/20/2019,600,Dubai - United Arab Emirates,fulltime,2 years,,,"Chinese, Simplified, Russian, Spanish"
3589,162818,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/19/2019,550,Abu Dhabi - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English"
3588,162818,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/19/2019,700,Abu Dhabi - United Arab Emirates,fulltime,1 year,Female,,"Arabic, English"
3587,162818,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",7/19/2019,1400,Abu Dhabi - United Arab Emirates,fulltime,1 year,Female,,English
3579,63119,"Promoter - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3578,63119,"Marketing Manager - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3577,63119,"Reservations - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,,Female,,
3576,63119,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",7/17/2019,2200,Dubai - United Arab Emirates,fulltime,,,,
3575,162477,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/17/2019,600,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, Hindi"
3574,90463,"Chef - relocation to Dubai, United Arab Emirates",7/17/2019,4000,Dubai - United Arab Emirates,fulltime,5+ years,,,English
3573,104747,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/17/2019,1500,Dubai - United Arab Emirates,fulltime,,,,
3569,162327,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3568,162327,"Sommelier - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,3 years,,,
3567,162327,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,3 years,,,
3566,162327,"Club Manager - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,3 years,,,
3565,162327,"Bar Manager - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,3 years,,,
3564,162294,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",7/17/2019,3000,Dubai,fulltime,2 years,Female,,"Arabic, Chinese, Simplified, English, French, Hindi, Russian"
3563,162327,"Restaurant Manager - relocation to Dubai, United Arab Emirates",7/17/2019,0,Dubai - United Arab Emirates,fulltime,3 years,,,
3561,63119,"Reservations Manager - relocation to Dubai, United Arab Emirates",7/16/2019,2500,Dubai - United Arab Emirates,both,5+ years,Female,,English
3556,63119,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/11/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3555,63119,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/11/2019,0,Dubai - United Arab Emirates,fulltime,2 years,Female,,
3554,63119,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/11/2019,0,Dubai - United Arab Emirates,fulltime,,,,
3553,69455,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/11/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,,,
3552,69455,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/11/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,,,English
3551,69455,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/11/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,
3550,157306,"Receptionist - relocation to Dubai, United Arab Emirates",7/11/2019,1400,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3549,147632,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/11/2019,800,Abu Dhabi - United Arab Emirates,fulltime,,Female,,"Arabic, English"
3548,160450,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/11/2019,1500,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,"English, French, Russian"
3547,147632,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",7/11/2019,4000,Abu Dhabi - United Arab Emirates,fulltime,2 years,Male/Female,,English
3545,63119,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/10/2019,1000,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"English, French"
3544,159760,"Runner / Commis - relocation to Dubai, United Arab Emirates",7/10/2019,580,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,"Arabic, English"
3543,159760,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",7/10/2019,1090,Dubai - United Arab Emirates,parttime,1 year,Male/Female,,"Arabic, English"
3542,159864,"Floor Supervisor - relocation to Dubai, United Arab Emirates",7/9/2019,3500,Dubai - United Arab Emirates,fulltime, 4 years,Female,,English
3541,159864,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/9/2019,2000,Dubai - United Arab Emirates,fulltime,3 years,Female,,English
3540,159864,"Floor Manager - relocation to Dubai, United Arab Emirates",7/9/2019,4000,Dubai - United Arab Emirates,fulltime,5+ years,Female,,English
3539,138740,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/9/2019,1200,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
3538,138740,"Assistant General Manager - relocation to Dubai, United Arab Emirates",7/9/2019,3000,Dubai - United Arab Emirates,fulltime,5+ years,Male/Female,,English
3532,63119,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/7/2019,1000,Dubai - United Arab Emirates,both,2 years,,,"English, Greek"
3531,157306,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/6/2019,1300,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, Russian, Serbian, Spanish"
3529,159231,"Administrations - relocation to Dubai, United Arab Emirates",7/6/2019,1500,Dubai - United Arab Emirates,fulltime,3 years,Male/Female,,English
3527,158943,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/4/2019,1000,Dubai - United Arab Emirates,both,1 year,Male/Female,,"English, French"
3526,158467,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/4/2019,500,"Halkidiki, Greece",fulltime,,Male/Female,,English
3525,63256,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/3/2019,1089,Dubai - United Arab Emirates,fulltime,,,,
3523,158207,"Model - relocation to Dubai, United Arab Emirates",7/2/2019,300,Dubai - United Arab Emirates,parttime,,Female,,
3521,158509,"Cashier - relocation to Dubai, United Arab Emirates",7/2/2019,2000,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3518,158282,"Host/Hostess - relocation to Dubai, United Arab Emirates",7/1/2019,700,Abu Dhabi - United Arab Emirates,fulltime,,,,
3517,147632,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",7/1/2019,675,Abu Dhabi,fulltime,,Female,,English
3516,156264,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",7/1/2019,550,Dubai - United Arab Emirates,fulltime,1 year,,,"Arabic, Armenian, Dutch, Finnish, French, German, Greek, Italian, Portuguese, Brazil, Russian, Spanish"
3514,147774,"Pastry Chef - relocation to Dubai, United Arab Emirates",6/30/2019,1100,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
3513,147595,"Promoter - relocation to Dubai, United Arab Emirates",6/27/2019,1900,Dubai - United Arab Emirates,fulltime,1 year,,,
3512,63126,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",6/27/2019,2000,Dubai - United Arab Emirates,fulltime,,,,"English, French, Greek, Italian, Spanish"
3509,157309,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/25/2019,490,Dubai - United Arab Emirates,fulltime,,,,
3508,84084,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/25/2019,1100,Dubai - United Arab Emirates,fulltime,1 year,Female,,"English, Spanish"
3507,31887,"Administrations - relocation to Dubai, United Arab Emirates",6/25/2019,1000,Dubai - United Arab Emirates,fulltime,,,,
3506,157306,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/25/2019,1700,Dubai - United Arab Emirates,fulltime,1 year,Female,,
3505,31887,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/25/2019,550,Dubai - United Arab Emirates,fulltime,,,,
3504,31887,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/25/2019,550,Dubai - United Arab Emirates,fulltime,,,,
3503,31887,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/25/2019,600,Dubai - United Arab Emirates,fulltime,,Female,,
3502,147632,"VIP Waiter/Waitress - relocation to Dubai, United Arab Emirates",6/24/2019,675,Abu Dhabi - United Arab Emirates,fulltime,1 year,Female,,English
3500,117945,"Events Coordinator - relocation to Dubai, United Arab Emirates",6/24/2019,1300,Dubai - United Arab Emirates,fulltime,,,,
3499,63256,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/23/2019,1088,Dubai - United Arab Emirates,fulltime,,,,
3498,63256,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/23/2019,1088,Dubai - United Arab Emirates,fulltime,,,,
3497,156699,"Receptionist - relocation to Dubai, United Arab Emirates",6/22/2019,1000,Dubai - United Arab Emirates,both,2 years,Female,,English
3496,94581,"Chef - relocation to Dubai, United Arab Emirates",6/22/2019,2700,Dubai - United Arab Emirates,fulltime, 4 years,Male,,"Arabic, English"
3495,150639,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",6/22/2019,1500,Dubai - United Arab Emirates,fulltime,1 year,Female,,English
3494,63119,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/21/2019,2000,Dubai - United Arab Emirates,fulltime, 4 years,Female,,"English, Greek"
3491,90463,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/20/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3487,148372,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/19/2019,950,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
3486,148372,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/19/2019,1170,Dubai - United Arab Emirates,fulltime,2 years,Female,,"Arabic, English"
3485,156264,"Floor Supervisor - relocation to Dubai, United Arab Emirates",6/19/2019,1000,Dubai - United Arab Emirates,fulltime,,,,
3484,156264,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/19/2019,850,Dubai - United Arab Emirates,fulltime,,Female,,
3483,31887,"Bar Back - relocation to Dubai, United Arab Emirates",6/19/2019,500,Dubai - United Arab Emirates,fulltime,1 year,Male/Female,,English
3482,156097,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/18/2019,0,Dubai - United Arab Emirates,fulltime,,Female,,
3481,156097,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/18/2019,0,Dubai - United Arab Emirates,fulltime,2 years,,,"English, Italian"
3480,156076,"Intern - relocation to Dubai, United Arab Emirates",6/18/2019,0,Dubai - United Arab Emirates,parttime,,Female,,
3473,118280,"Office Manager - relocation to Dubai, United Arab Emirates",6/16/2019,3540,Dubai - United Arab Emirates,fulltime,,,,
3472,155262,"Sales - relocation to Dubai, United Arab Emirates",6/16/2019,500,Dubai - United Arab Emirates,parttime,1 year,Female,,"Arabic, English"
3471,134465,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/16/2019,800,"Kuwait City, Kuwait",fulltime,1 year,,,
3470,155573,"Cocktail Waiter/Waitress - relocation to Dubai, United Arab Emirates",6/14/2019,800,Dubai - United Arab Emirates,fulltime,2 years,Female,,"English, Russian"
3469,69298,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/13/2019,1225,Dubai - United Arab Emirates,fulltime,,Female,,English
3468,62652,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/13/2019,950,Dubai - United Arab Emirates,fulltime,1 year,,,
3467,62652,"Reservations - relocation to Dubai, United Arab Emirates",6/13/2019,950,Dubai - United Arab Emirates,fulltime,1 year,,,English
3466,155262,"Sales - relocation to Dubai, United Arab Emirates",6/12/2019,500,Dubai - United Arab Emirates,both,1 year,Female,,"Arabic, English"
3465,155240,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/12/2019,1500,Dubai,fulltime,2 years,Female,,English
3464,155240,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/12/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Female,,English
3463,154723,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/11/2019,1500,"Kuwait City, Kuwait",fulltime,2 years,,,English
3462,154723,"Head Host/Hostess - relocation to Dubai, United Arab Emirates",6/11/2019,1800,"Kuwait City, Kuwait",fulltime,1 year,Female,,English
3461,154723,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/11/2019,1975,"Kuwait City, Kuwait",fulltime,2 years,,,English
3460,154723,"Guest Relations Manager - relocation to Dubai, United Arab Emirates",6/11/2019,2000,"Kuwait City, Kuwait",fulltime,1 year,Female,,English
3459,154723,"Floor Manager - relocation to Dubai, United Arab Emirates",6/11/2019,2600,"Kuwait City, Kuwait",fulltime,2 years,,,English
3458,154723,"Restaurant Manager - relocation to Dubai, United Arab Emirates",6/11/2019,4115,Kuwait City,fulltime,3 years,,,English
3457,100080,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/10/2019,900,Abu Dhabi - United Arab Emirates,fulltime,1 year,Male/Female,,English
3456,117945,"Waiter /Waitress - relocation to Dubai, United Arab Emirates",6/10/2019,1300,Dubai - United Arab Emirates,fulltime,2 years,Female,,
3450,148372,"Marketing Executive - relocation to Dubai, United Arab Emirates",6/8/2019,1100,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,"Arabic, English"
3449,154566,"Assistant Restaurant Manager - relocation to Dubai, United Arab Emirates",6/8/2019,25000,"Romford, UK",both,3 years,,,English
3448,147329,"Host/Hostess - relocation to Dubai, United Arab Emirates",6/7/2019,1000,Dubai - United Arab Emirates,fulltime,,Female,,"Arabic, Azerbaijani, Romanian, Russian, Slovak"
3439,153959,"Bartender / Barmaid - relocation to Dubai, United Arab Emirates",6/3/2019,1500,Dubai - United Arab Emirates,fulltime,2 years,Male/Female,,English
